Quinteto;PTS;PTSC;T2I;T2C;T3I;T3C;T1I;T1C;AST;REB;REBD;REBO;PER;ROB;TAP;TAPC;FC;FR;T2CC;T3CC;T1CC;REBDC;REBOC;+/-;Posesiones
B. MANEL - J. CERDAN PALACIOS - J. MARTIN LOPEZ - O. FILBA GONZALEZ;16;14;10;6;6;1;2;1;6;9;5;4;1;2;2;0;2;4;2;3;1;5;2;2;13.88
D. FERRERAS CAMARERO - J. CERDAN PALACIOS - J. MARTIN LOPEZ - O. FILBA GONZALEZ;2;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2;1.0
B. MANEL - D. FERRERAS CAMARERO - J. MARTIN LOPEZ - P. CRUZ URBANEJA;20;30;15;6;9;2;4;2;5;12;6;6;8;4;0;1;4;5;9;3;3;9;2;-10;27.76
D. FERRERAS CAMARERO - J. CERDAN PALACIOS - J. MARTIN LOPEZ - P. CRUZ URBANEJA;33;37;20;10;14;3;6;4;9;18;9;9;8;5;0;1;6;8;11;4;3;11;2;-4;35.64
B. MANEL - D. FERRERAS CAMARERO - J. SIFTAR - O. FILBA GONZALEZ;22;4;12;9;3;0;6;4;5;13;10;3;4;5;0;1;2;8;2;0;0;3;3;18;18.64
B. MANEL - J. CERDAN PALACIOS - J. SIFTAR - O. FILBA GONZALEZ;23;4;12;9;3;0;8;5;5;13;10;3;4;5;0;1;2;8;2;0;0;4;3;19;19.52
D. FERRERAS CAMARERO - J. CERDAN PALACIOS - J. SIFTAR - O. FILBA GONZALEZ;33;21;18;13;8;1;6;4;8;21;17;4;8;5;0;1;8;9;6;2;3;8;4;12;32.64
D. FERRERAS CAMARERO - J. CERDAN PALACIOS - J. SIFTAR - P. CRUZ URBANEJA;42;16;24;12;10;4;10;6;6;20;12;8;6;6;0;1;5;5;5;1;3;12;6;26;36.39
B. MANEL - D. FERRERAS CAMARERO - J. CERDAN PALACIOS - N. KUSTURICA;10;0;5;3;3;1;1;1;2;5;4;1;1;3;0;0;1;1;0;0;0;3;1;10;8.440000000000001
B. MANEL - J. CERDAN PALACIOS - N. KUSTURICA - O. FILBA GONZALEZ;15;14;9;5;7;1;4;2;6;10;6;4;1;1;2;0;2;3;2;3;1;7;2;1;14.760000000000002
D. FERRERAS CAMARERO - J. CERDAN PALACIOS - N. KUSTURICA - O. FILBA GONZALEZ;10;12;5;2;6;2;0;0;4;4;2;2;0;2;0;0;2;4;2;1;5;5;3;-2;9.0
D. FERRERAS CAMARERO - J. CERDAN PALACIOS - N. KUSTURICA - P. CRUZ URBANEJA;25;13;11;8;5;2;5;3;4;7;4;3;2;5;0;0;5;3;5;0;3;4;3;12;17.2
B. MANEL - E. DESTOM ALGER - J. MARTIN LOPEZ - N. KUSTURICA;2;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1.0
B. MANEL - E. DESTOM ALGER - N. KUSTURICA - O. FILBA GONZALEZ;2;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1.0
B. MANEL - J. MARTIN LOPEZ - N. KUSTURICA - O. FILBA GONZALEZ;16;16;10;6;6;1;2;1;7;9;5;4;1;1;2;0;3;3;3;3;1;5;2;0;13.88
E. DESTOM ALGER - J. MARTIN LOPEZ - N. KUSTURICA - O. FILBA GONZALEZ;8;2;3;2;3;1;2;1;2;5;3;2;0;1;0;0;2;1;1;0;0;2;1;6;4.88
B. MANEL - J. BOUMTJE BOUMTJE - J. CERDAN PALACIOS - N. KUSTURICA;0;2;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;0;2;-2;1.0
B. MANEL - J. BOUMTJE BOUMTJE - J. MARTIN LOPEZ - N. KUSTURICA;3;5;2;1;0;0;2;1;0;2;1;1;1;0;0;0;1;1;2;0;1;0;2;-2;2.88
B. MANEL - J. CERDAN PALACIOS - J. MARTIN LOPEZ - N. KUSTURICA;19;20;11;7;7;1;3;2;8;12;8;4;3;1;2;0;3;5;5;3;1;6;4;-1;18.32
J. BOUMTJE BOUMTJE - J. CERDAN PALACIOS - J. MARTIN LOPEZ - N. KUSTURICA;4;6;2;2;4;0;0;0;0;5;3;2;3;1;0;0;4;0;3;0;0;2;2;-2;7.0
B. MANEL - J. BOUMTJE BOUMTJE - J. MARTIN LOPEZ - P. CRUZ URBANEJA;3;3;2;1;0;0;2;1;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;0;1.88
B. MANEL - J. MARTIN LOPEZ - N. KUSTURICA - P. CRUZ URBANEJA;8;7;4;3;1;0;3;2;2;3;2;1;1;0;0;0;0;3;3;0;1;1;0;1;6.32
J. BOUMTJE BOUMTJE - J. MARTIN LOPEZ - N. KUSTURICA - P. CRUZ URBANEJA;32;24;15;11;5;1;10;7;5;14;10;4;2;4;2;0;2;7;8;2;2;3;3;8;22.4
B. MANEL - J. BOUMTJE BOUMTJE - J. SIFTAR - N. KUSTURICA;6;5;6;2;4;0;2;2;1;8;6;2;4;3;3;0;0;4;1;1;0;6;6;1;12.87
B. MANEL - J. BOUMTJE BOUMTJE - J. SIFTAR - O. FILBA GONZALEZ;6;5;4;2;4;0;2;2;1;7;6;1;4;3;2;0;0;3;1;1;0;5;5;1;11.87
B. MANEL - J. SIFTAR - N. KUSTURICA - O. FILBA GONZALEZ;7;5;4;2;4;0;4;3;1;7;6;1;4;3;2;0;0;3;1;1;0;6;5;2;12.75
J. BOUMTJE BOUMTJE - J. SIFTAR - N. KUSTURICA - O. FILBA GONZALEZ;78;52;47;27;25;5;13;9;18;51;32;19;17;11;7;0;13;23;15;5;7;24;15;26;75.71000000000001
B. MANEL - J. SIFTAR - N. KUSTURICA - P. CRUZ URBANEJA;23;9;14;9;3;1;2;2;6;10;7;3;3;1;1;1;1;2;3;1;0;4;1;14;17.88
J. BOUMTJE BOUMTJE - J. SIFTAR - N. KUSTURICA - P. CRUZ URBANEJA;27;14;6;4;9;4;11;7;6;12;8;4;3;0;1;0;1;9;5;1;1;2;3;13;18.84
B. MANEL - N. KUSTURICA - O. FILBA GONZALEZ - P. CRUZ URBANEJA;0;0;3;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;2;0;0;2.0
J. BOUMTJE BOUMTJE - N. KUSTURICA - O. FILBA GONZALEZ - P. CRUZ URBANEJA;28;15;11;6;13;5;3;1;7;16;9;7;3;0;1;0;7;4;4;2;1;7;4;13;21.32
J. CERDAN PALACIOS - J. MARTIN LOPEZ - N. KUSTURICA - O. FILBA GONZALEZ;27;14;13;8;12;3;4;2;8;16;9;7;2;3;2;0;6;4;2;3;1;8;3;13;21.76
J. CERDAN PALACIOS - J. MARTIN LOPEZ - N. KUSTURICA - P. CRUZ URBANEJA;7;8;2;2;3;0;3;3;2;4;3;1;2;0;0;0;1;2;4;0;0;2;0;-1;7.32
B. MANEL - J. CERDAN PALACIOS - J. SIFTAR - N. KUSTURICA;24;9;12;9;3;1;4;3;6;9;7;2;3;1;0;1;1;1;3;1;0;4;0;15;17.759999999999998
J. CERDAN PALACIOS - J. SIFTAR - N. KUSTURICA - O. FILBA GONZALEZ;39;22;14;11;11;3;10;8;6;19;10;9;4;3;2;0;0;4;7;2;2;4;2;17;24.4
J. CERDAN PALACIOS - J. SIFTAR - N. KUSTURICA - P. CRUZ URBANEJA;31;18;15;11;8;2;5;3;9;15;11;4;7;4;1;1;2;4;6;2;0;6;3;13;28.2
C. GAYE - D. FERRERAS CAMARERO - E. DESTOM ALGER - J. SIFTAR;2;0;3;1;0;0;0;0;0;2;0;2;0;1;0;0;0;0;0;0;0;0;0;2;1.0
C. GAYE - D. FERRERAS CAMARERO - E. DESTOM ALGER - P. CRUZ URBANEJA;2;0;3;1;0;0;0;0;0;2;0;2;0;1;0;0;0;0;0;0;0;0;0;2;1.0
C. GAYE - D. FERRERAS CAMARERO - J. SIFTAR - P. CRUZ URBANEJA;11;11;10;5;1;0;3;1;3;6;2;4;4;2;0;0;1;2;4;1;0;3;3;0;12.32
C. GAYE - E. DESTOM ALGER - J. SIFTAR - P. CRUZ URBANEJA;2;0;4;1;0;0;0;0;0;3;1;2;0;1;0;0;0;0;0;0;0;1;0;2;2.0
D. FERRERAS CAMARERO - E. DESTOM ALGER - J. SIFTAR - P. CRUZ URBANEJA;18;8;9;6;4;2;0;0;1;5;2;3;0;5;1;0;1;2;4;0;0;2;2;10;10.0
C. GAYE - D. FERRERAS CAMARERO - J. BOUMTJE BOUMTJE - J. MARTIN LOPEZ;12;9;11;6;1;0;2;0;4;12;8;4;4;0;3;0;4;3;4;0;1;2;4;3;12.87
C. GAYE - D. FERRERAS CAMARERO - J. BOUMTJE BOUMTJE - O. FILBA GONZALEZ;16;25;15;7;3;0;5;2;5;17;10;7;9;0;3;2;7;6;7;1;8;4;8;-9;22.189999999999998
C. GAYE - D. FERRERAS CAMARERO - J. MARTIN LOPEZ - O. FILBA GONZALEZ;12;9;11;6;1;0;2;0;4;12;8;4;4;0;3;0;4;3;4;0;1;2;4;3;12.87
C. GAYE - J. BOUMTJE BOUMTJE - J. MARTIN LOPEZ - O. FILBA GONZALEZ;29;24;19;13;4;0;8;3;8;20;14;6;5;2;3;0;8;5;9;1;3;5;7;5;25.509999999999998
C. GAYE - D. FERRERAS CAMARERO - J. BOUMTJE BOUMTJE - J. SIFTAR;7;18;5;3;2;0;4;1;3;7;3;4;9;1;0;1;3;4;5;1;5;1;5;-11;13.760000000000002
C. GAYE - D. FERRERAS CAMARERO - J. SIFTAR - O. FILBA GONZALEZ;7;25;5;2;3;1;1;0;2;7;4;3;8;0;0;1;7;2;6;2;7;2;4;-18;13.440000000000001
C. GAYE - J. BOUMTJE BOUMTJE - J. SIFTAR - O. FILBA GONZALEZ;33;31;27;13;9;2;3;1;9;30;17;13;13;3;4;1;13;15;8;2;9;9;8;2;37.32
D. FERRERAS CAMARERO - J. BOUMTJE BOUMTJE - J. SIFTAR - O. FILBA GONZALEZ;19;25;15;9;8;0;4;1;6;13;8;5;8;3;0;1;5;6;3;4;7;10;7;-6;27.76
C. GAYE - D. FERRERAS CAMARERO - J. BOUMTJE BOUMTJE - P. CRUZ URBANEJA;5;6;2;2;1;0;3;1;2;3;2;1;4;1;0;0;1;2;3;0;0;1;2;-1;7.32
C. GAYE - J. BOUMTJE BOUMTJE - J. SIFTAR - P. CRUZ URBANEJA;23;15;4;4;5;3;9;6;7;9;7;2;6;1;0;0;2;6;7;0;1;1;4;8;16.96
C. GAYE - D. FERRERAS CAMARERO - J. BOUMTJE BOUMTJE - N. KUSTURICA;2;4;1;0;1;0;2;2;0;1;1;0;0;0;0;1;1;1;1;0;2;2;1;-2;2.88
C. GAYE - D. FERRERAS CAMARERO - N. KUSTURICA - O. FILBA GONZALEZ;2;4;1;0;1;0;2;2;0;1;1;0;0;0;0;1;1;1;1;0;2;2;1;-2;2.88
C. GAYE - J. BOUMTJE BOUMTJE - N. KUSTURICA - O. FILBA GONZALEZ;50;38;33;19;12;2;10;6;12;35;23;12;9;5;4;1;16;16;12;2;8;14;9;12;46.4
C. GAYE - D. FERRERAS CAMARERO - J. CERDAN PALACIOS - J. MARTIN LOPEZ;14;7;4;3;8;2;2;2;4;7;4;3;0;2;0;0;4;4;2;1;0;4;1;7;9.879999999999999
C. GAYE - D. FERRERAS CAMARERO - J. MARTIN LOPEZ - J. SIFTAR;3;0;0;0;3;1;0;0;1;1;1;0;0;1;0;0;2;1;0;0;0;2;1;3;3.0
C. GAYE - J. CERDAN PALACIOS - J. MARTIN LOPEZ - J. SIFTAR;9;4;4;3;5;1;0;0;3;3;1;2;4;2;0;0;3;2;1;0;2;3;1;5;11.0
D. FERRERAS CAMARERO - J. CERDAN PALACIOS - J. MARTIN LOPEZ - J. SIFTAR;3;0;0;0;3;1;0;0;1;1;1;0;0;1;0;0;2;1;0;0;0;2;1;3;3.0
C. GAYE - D. FERRERAS CAMARERO - J. CERDAN PALACIOS - P. CRUZ URBANEJA;15;14;10;5;5;1;2;2;4;7;3;4;1;1;0;0;2;4;4;2;0;4;1;1;12.879999999999999
C. GAYE - D. FERRERAS CAMARERO - J. MARTIN LOPEZ - P. CRUZ URBANEJA;11;7;4;3;5;1;2;2;3;6;3;3;0;1;0;0;2;3;2;1;0;2;0;4;6.88
C. GAYE - J. CERDAN PALACIOS - J. MARTIN LOPEZ - P. CRUZ URBANEJA;13;7;4;3;5;1;4;4;3;6;3;3;0;1;0;0;2;3;2;1;0;2;0;6;7.76
C. GAYE - D. FERRERAS CAMARERO - J. CERDAN PALACIOS - O. FILBA GONZALEZ;5;15;3;1;2;1;0;0;1;3;3;0;4;0;0;0;5;1;5;1;2;2;1;-10;9.0
C. GAYE - J. CERDAN PALACIOS - J. SIFTAR - O. FILBA GONZALEZ;13;16;5;4;4;1;2;2;1;8;6;2;4;1;1;0;5;0;4;2;2;2;2;-3;11.879999999999999
C. GAYE - J. CERDAN PALACIOS - J. SIFTAR - P. CRUZ URBANEJA;6;11;7;3;1;0;0;0;3;2;1;1;3;3;1;0;1;0;4;1;0;4;4;-5;10.0
C. GAYE - D. FERRERAS CAMARERO - O. FILBA GONZALEZ - P. CRUZ URBANEJA;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;-2;2.0
C. GAYE - J. CERDAN PALACIOS - O. FILBA GONZALEZ - P. CRUZ URBANEJA;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;-2;2.0
D. FERRERAS CAMARERO - J. CERDAN PALACIOS - O. FILBA GONZALEZ - P. CRUZ URBANEJA;0;6;2;0;0;0;0;0;0;1;1;0;2;0;0;0;1;1;3;0;0;1;0;-6;4.0
C. GAYE - E. DESTOM ALGER - J. MARTIN LOPEZ - J. SIFTAR;3;0;1;0;2;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3;4.0
C. GAYE - E. DESTOM ALGER - J. SIFTAR - N. KUSTURICA;3;0;2;0;2;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;2;0;3;5.0
C. GAYE - J. MARTIN LOPEZ - J. SIFTAR - N. KUSTURICA;11;4;7;4;5;1;0;0;4;5;2;3;6;2;0;0;1;2;1;0;2;3;0;7;15.0
E. DESTOM ALGER - J. MARTIN LOPEZ - J. SIFTAR - N. KUSTURICA;3;0;1;0;2;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3;4.0
C. GAYE - E. DESTOM ALGER - N. KUSTURICA - P. CRUZ URBANEJA;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1.0
C. GAYE - J. SIFTAR - N. KUSTURICA - P. CRUZ URBANEJA;20;15;5;3;5;3;6;5;7;8;7;1;5;3;1;0;2;4;7;0;1;3;5;5;16.64
E. DESTOM ALGER - J. SIFTAR - N. KUSTURICA - P. CRUZ URBANEJA;3;2;2;1;1;0;2;1;0;1;1;0;0;0;0;0;0;1;1;0;0;1;0;1;3.88
C. GAYE - J. BOUMTJE BOUMTJE - J. MARTIN LOPEZ - J. SIFTAR;2;0;2;1;1;0;0;0;1;3;2;1;1;1;0;0;0;1;0;0;0;1;0;2;3.0
C. GAYE - J. BOUMTJE BOUMTJE - J. MARTIN LOPEZ - N. KUSTURICA;35;22;19;15;6;0;10;5;8;18;13;5;2;7;1;0;4;6;7;2;2;5;4;13;26.4
C. GAYE - J. BOUMTJE BOUMTJE - J. SIFTAR - N. KUSTURICA;51;28;28;15;13;5;8;6;14;35;23;12;11;4;4;0;12;18;10;1;5;10;7;23;43.519999999999996
J. BOUMTJE BOUMTJE - J. MARTIN LOPEZ - J. SIFTAR - N. KUSTURICA;2;0;2;1;1;0;0;0;1;3;2;1;1;1;0;0;0;1;0;0;0;1;0;2;3.0
C. GAYE - J. MARTIN LOPEZ - N. KUSTURICA - O. FILBA GONZALEZ;20;15;8;7;4;1;6;3;5;8;6;2;1;2;0;0;5;2;5;1;2;3;3;5;13.64
J. BOUMTJE BOUMTJE - J. MARTIN LOPEZ - N. KUSTURICA - O. FILBA GONZALEZ;21;15;10;9;5;0;6;3;4;10;7;3;2;3;0;0;6;2;5;1;2;4;3;6;16.64
C. GAYE - J. BOUMTJE BOUMTJE - J. MARTIN LOPEZ - P. CRUZ URBANEJA;16;7;9;7;2;0;4;2;3;7;5;2;0;4;1;0;0;3;2;1;0;1;1;9;10.76
C. GAYE - J. BOUMTJE BOUMTJE - N. KUSTURICA - P. CRUZ URBANEJA;34;16;11;9;6;3;10;7;8;13;10;3;2;4;1;0;1;7;6;1;1;1;3;18;20.4
C. GAYE - J. MARTIN LOPEZ - N. KUSTURICA - P. CRUZ URBANEJA;18;7;9;7;2;0;6;4;3;7;5;2;0;4;1;0;0;3;2;1;0;1;1;11;11.64
C. GAYE - J. SIFTAR - N. KUSTURICA - O. FILBA GONZALEZ;39;22;27;15;10;2;4;3;8;31;19;12;9;4;5;0;11;13;6;2;4;9;6;17;35.76
C. GAYE - J. CERDAN PALACIOS - J. MARTIN LOPEZ - N. KUSTURICA;11;4;4;3;3;1;2;2;3;2;0;2;4;1;0;0;2;1;1;0;2;1;0;7;9.88
C. GAYE - J. CERDAN PALACIOS - J. SIFTAR - N. KUSTURICA;16;13;9;7;5;0;2;2;4;8;4;4;8;5;2;0;2;1;4;1;2;3;4;3;18.88
J. CERDAN PALACIOS - J. MARTIN LOPEZ - J. SIFTAR - N. KUSTURICA;6;4;4;3;2;0;0;0;2;2;0;2;4;1;0;0;1;1;1;0;2;1;0;2;8.0
C. GAYE - J. CERDAN PALACIOS - J. MARTIN LOPEZ - O. FILBA GONZALEZ;3;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;1.0
C. GAYE - J. CERDAN PALACIOS - N. KUSTURICA - O. FILBA GONZALEZ;11;3;3;3;3;1;2;2;1;5;3;2;1;1;1;0;1;0;0;1;0;0;1;8;5.88
C. GAYE - J. CERDAN PALACIOS - N. KUSTURICA - P. CRUZ URBANEJA;4;6;2;1;1;0;2;2;2;1;1;0;3;3;1;0;1;0;3;0;0;2;3;-2;6.88
D. FERRERAS CAMARERO - E. DESTOM ALGER - J. MARTIN LOPEZ - O. FILBA GONZALEZ;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0.44
E. DESTOM ALGER - J. BOUMTJE BOUMTJE - J. MARTIN LOPEZ - O. FILBA GONZALEZ;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0.44
D. FERRERAS CAMARERO - E. DESTOM ALGER - J. BOUMTJE BOUMTJE - J. SIFTAR;16;8;6;5;4;2;0;0;1;3;2;1;0;4;1;0;1;2;4;0;0;2;2;8;9.0
D. FERRERAS CAMARERO - E. DESTOM ALGER - J. BOUMTJE BOUMTJE - P. CRUZ URBANEJA;16;8;6;5;4;2;0;0;1;3;2;1;0;4;1;0;1;2;4;0;0;2;2;8;9.0
D. FERRERAS CAMARERO - J. BOUMTJE BOUMTJE - J. MARTIN LOPEZ - P. CRUZ URBANEJA;2;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1.0
J. BOUMTJE BOUMTJE - J. CERDAN PALACIOS - J. MARTIN LOPEZ - P. CRUZ URBANEJA;2;4;1;1;2;0;0;0;1;2;1;1;1;0;0;0;1;0;2;0;0;1;0;-2;3.0
D. FERRERAS CAMARERO - J. BOUMTJE BOUMTJE - J. CERDAN PALACIOS - J. SIFTAR;17;14;8;4;10;3;2;0;4;14;11;3;4;0;0;0;3;2;4;1;3;9;3;3;19.869999999999997
J. BOUMTJE BOUMTJE - J. CERDAN PALACIOS - J. SIFTAR - O. FILBA GONZALEZ;38;23;17;12;12;3;6;5;8;20;11;9;4;2;1;0;2;5;7;2;3;6;2;15;26.64
J. BOUMTJE BOUMTJE - J. CERDAN PALACIOS - J. SIFTAR - P. CRUZ URBANEJA;19;13;7;3;11;4;5;1;3;15;10;5;4;0;0;0;3;4;4;1;2;7;4;6;19.189999999999998
D. FERRERAS CAMARERO - J. BOUMTJE BOUMTJE - J. CERDAN PALACIOS - N. KUSTURICA;25;25;11;7;8;3;4;2;6;6;2;4;1;4;0;0;6;6;7;1;8;6;5;0;17.759999999999998
J. BOUMTJE BOUMTJE - J. CERDAN PALACIOS - N. KUSTURICA - O. FILBA GONZALEZ;54;41;22;15;21;6;9;6;13;28;14;14;7;5;2;0;7;11;12;3;8;10;6;13;39.96
J. BOUMTJE BOUMTJE - J. CERDAN PALACIOS - N. KUSTURICA - P. CRUZ URBANEJA;31;30;11;9;14;3;10;4;6;19;10;9;6;2;1;0;8;8;10;2;4;6;4;1;26.4
J. BOUMTJE BOUMTJE - J. CERDAN PALACIOS - O. FILBA GONZALEZ - P. CRUZ URBANEJA;12;14;7;4;5;1;3;1;3;11;6;5;4;0;1;0;5;3;5;1;1;3;3;-2;12.32
D. FERRERAS CAMARERO - J. BOUMTJE BOUMTJE - J. SIFTAR - N. KUSTURICA;11;9;8;5;4;0;3;1;3;4;3;1;2;3;0;0;2;3;1;2;1;7;4;2;14.32
D. FERRERAS CAMARERO - J. SIFTAR - N. KUSTURICA - O. FILBA GONZALEZ;11;9;8;5;4;0;3;1;3;4;3;1;2;3;0;0;2;3;1;2;1;7;4;2;14.32
D. FERRERAS CAMARERO - N. KUSTURICA - O. FILBA GONZALEZ - P. CRUZ URBANEJA;18;5;4;3;8;4;0;0;4;6;4;2;0;0;0;0;3;1;1;1;0;3;2;13;10.0
E. DESTOM ALGER - J. BOUMTJE BOUMTJE - J. MARTIN LOPEZ - P. CRUZ URBANEJA;13;10;4;3;1;1;4;4;2;4;4;0;1;0;1;0;1;3;3;1;1;1;2;3;7.76
E. DESTOM ALGER - J. BOUMTJE BOUMTJE - N. KUSTURICA - P. CRUZ URBANEJA;16;12;5;4;2;1;6;5;2;4;4;0;1;0;1;0;1;4;4;1;1;1;2;4;10.64
E. DESTOM ALGER - J. MARTIN LOPEZ - N. KUSTURICA - P. CRUZ URBANEJA;13;10;4;3;1;1;4;4;2;4;4;0;1;0;1;0;1;3;3;1;1;1;2;3;7.76
E. DESTOM ALGER - J. BOUMTJE BOUMTJE - J. SIFTAR - N. KUSTURICA;3;2;1;1;1;0;2;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;2.88
E. DESTOM ALGER - J. CERDAN PALACIOS - J. MARTIN LOPEZ - O. FILBA GONZALEZ;6;0;2;1;3;1;2;1;1;5;3;2;0;1;0;0;1;1;0;0;0;2;1;6;3.88
E. DESTOM ALGER - J. CERDAN PALACIOS - N. KUSTURICA - O. FILBA GONZALEZ;6;0;2;1;3;1;2;1;1;5;3;2;0;1;0;0;1;1;0;0;0;2;1;6;3.88
J. BOUMTJE BOUMTJE - J. CERDAN PALACIOS - J. MARTIN LOPEZ - O. FILBA GONZALEZ;4;0;2;2;2;0;0;0;0;2;1;1;1;1;0;0;2;0;0;0;0;1;0;4;4.0
J. BOUMTJE BOUMTJE - J. CERDAN PALACIOS - J. SIFTAR - N. KUSTURICA;36;22;12;9;13;4;9;6;7;19;10;9;4;2;1;0;0;7;7;2;2;4;1;14;23.96
J. BOUMTJE BOUMTJE - J. SIFTAR - O. FILBA GONZALEZ - P. CRUZ URBANEJA;2;0;2;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;2;1.0
J. CERDAN PALACIOS - J. SIFTAR - O. FILBA GONZALEZ - P. CRUZ URBANEJA;2;0;2;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;2;1.0
J. CERDAN PALACIOS - N. KUSTURICA - O. FILBA GONZALEZ - P. CRUZ URBANEJA;10;10;4;3;5;1;3;1;3;9;5;4;3;0;1;0;3;3;3;1;1;2;2;0;9.32
